timestamp,open,high,low,close,volume
2024-01-01T00:00:00Z,50000.0,50000.95236025913,49998.64097562623,50000.140639642465,4.363412446977363
2024-01-01T00:01:00Z,50000.140639642465,50001.53471297203,49996.40632371014,49997.747884072174,2.9797764792717287
2024-01-01T00:02:00Z,49997.747884072174,49997.85874927226,49993.120829878,49995.169832703454,1.8052994014464256
2024-01-01T00:03:00Z,49995.169832703454,49995.951661754225,49992.72399438604,49992.80912004305,5.716429842900658
2024-01-01T00:04:00Z,49992.80912004305,49995.280946518775,49991.37234997089,49994.50797632698,6.304571351920272
2024-01-01T00:05:00Z,49994.50797632698,49996.15970862593,49994.505081971714,49995.98554680286,4.680604437307115
2024-01-01T00:06:00Z,49995.98554680286,49997.247689662305,49994.11155944287,49994.66040889931,7.6084057579758095
2024-01-01T00:07:00Z,49994.66040889931,49994.88768345513,49993.1145789446,49993.94097200386,8.247848775514514
2024-01-01T00:08:00Z,49993.94097200386,49993.98279730021,49993.56266024321,49993.850525348025,6.859285521502659
2024-01-01T00:09:00Z,49993.850525348025,49996.12938391388,49993.34857587266,49995.081778845466,3.003559222729342
2024-01-01T00:10:00Z,49995.081778845466,49995.806410969926,49993.39222937152,49993.937163131246,4.532580806845226
2024-01-01T00:11:00Z,49993.937163131246,49994.32372097197,49990.47788504593,49990.96966255157,4.301689899121405
2024-01-01T00:12:00Z,49990.96966255157,49991.17058116162,49989.630623523924,49990.13650429926,6.429361100191839
2024-01-01T00:13:00Z,49990.13650429926,49990.14513990424,49987.84585226156,49989.189428446494,7.6350623728914275
2024-01-01T00:14:00Z,49989.189428446494,49991.74233919063,49988.6551908757,49990.74356920599,4.2566616463149005
2024-01-01T00:15:00Z,49990.74356920599,49992.366893602695,49990.68106747815,49992.35227810598,3.837197026018755
2024-01-01T00:16:00Z,49992.35227810598,49994.04041556128,49990.991565322074,49993.62673082744,4.358012062409974
2024-01-01T00:17:00Z,49993.62673082744,49997.48310219113,49993.14683531331,49997.16584820217,5.11416364864515
2024-01-01T00:18:00Z,49997.16584820217,50002.53836434723,49995.33715923135,49999.59812727232,4.033818377680958
2024-01-01T00:19:00Z,49999.59812727232,50000.375170119114,49998.57336433205,49999.92067176949,6.331820258938567
2024-01-01T00:20:00Z,49999.92067176949,50000.1283410704,49996.720767776416,49998.695202545285,4.94794504451183
2024-01-01T00:21:00Z,49998.695202545285,50002.68762409706,49998.65454300121,50002.54149670396,4.622503353779202
2024-01-01T00:22:00Z,50002.54149670396,50003.1555525185,50002.024361857555,50002.19791603599,3.872756247073718
2024-01-01T00:23:00Z,50002.19791603599,50004.26012888066,50001.85726574917,50004.066109970394,7.26795929886832
2024-01-01T00:24:00Z,50004.066109970394,50007.00119455283,50003.55916267725,50006.54641877531,1.8327016539508438
2024-01-01T00:25:00Z,50006.54641877531,50007.341442190045,50003.59685304109,50003.886990110426,8.245862671407187
2024-01-01T00:26:00Z,50003.886990110426,50006.39654798779,50003.19881796568,50004.69676176686,3.9901704456881486
2024-01-01T00:27:00Z,50004.69676176686,50009.8155610747,50004.20190814241,50008.405415758236,6.3573546994339365
2024-01-01T00:28:00Z,50008.405415758236,50008.82770277085,50007.31708592182,50008.58866968265,5.538141909914352
2024-01-01T00:29:00Z,50008.58866968265,50010.220479115604,50007.7820777901,50009.88603409007,4.815615321080486
2024-01-01T00:30:00Z,50009.88603409007,50010.578207911414,50007.13714790779,50008.53774167274,5.032119597636047
2024-01-01T00:31:00Z,50008.53774167274,50010.52207268574,50007.51522589202,50009.17885752364,2.907842064419552
2024-01-01T00:32:00Z,50009.17885752364,50009.92065213738,50007.800311048006,50008.138049027184,4.895582913792742
2024-01-01T00:33:00Z,50008.138049027184,50008.82512180195,50008.005929394385,50008.65655778897,9.719294198744672
