timestamp,open,high,low,close,volume
2024-01-01T00:00:00Z,3000.0,3002.5400854620857,2998.993324020122,3002.284414058144,7.885792175175944
2024-01-01T00:01:00Z,3002.284414058144,3006.1646107957645,3000.685360579734,3003.573780129367,3.859327478860733
2024-01-01T00:02:00Z,3003.573780129367,3005.908893749741,2999.9900193653148,3001.031552825169,8.955295131585459
2024-01-01T00:03:00Z,3001.031552825169,3001.690020569489,3000.6023118058083,3000.9998888292157,4.67461453658456
2024-01-01T00:04:00Z,3000.9998888292157,3001.7831200079054,2999.525934889412,3000.240718018047,4.469468332863713
2024-01-01T00:05:00Z,3000.240718018047,3002.695283973223,2998.201192848775,3002.307487850448,6.584079565296647
2024-01-01T00:06:00Z,3002.307487850448,3003.564025059039,3002.259096886426,3003.0965998029164,2.6938511017551354
2024-01-01T00:07:00Z,3003.0965998029164,3003.301806333634,3002.733643058434,3002.7349138852546,6.255058868411258
2024-01-01T00:08:00Z,3002.7349138852546,3004.338816380825,3000.3755722483324,3000.6416774045497,7.078957498591052
2024-01-01T00:09:00Z,3000.6416774045497,3002.9407382876147,2999.3133816527943,3002.3409099818305,7.012319753388753
2024-01-01T00:10:00Z,3002.3409099818305,3002.596943654221,3000.071240058021,3000.20155261185,4.226950189523345
2024-01-01T00:11:00Z,3000.20155261185,3003.768305268964,2998.7355536486425,3002.6306440003536,1.1627009452892292
2024-01-01T00:12:00Z,3002.6306440003536,3006.2411108625697,3001.4572259395277,3005.7969519566473,4.312737449787788
2024-01-01T00:13:00Z,3005.7969519566473,3006.190045910845,3002.0021457059347,3003.8368711267876,3.7220766498106936
2024-01-01T00:14:00Z,3003.8368711267876,3004.130021801966,3001.7324626302657,3003.257655948037,2.582005889384297
2024-01-01T00:15:00Z,3003.257655948037,3003.717252527677,3000.623321547446,3001.2231620532934,5.507977227547146
2024-01-01T00:16:00Z,3001.2231620532934,3003.483501357206,3000.3603784027996,3003.2930138005604,0.3496292000005923
2024-01-01T00:17:00Z,3003.2930138005604,3006.5172732060923,3001.7163201936683,3005.472917910641,3.850904364470404
2024-01-01T00:18:00Z,3005.472917910641,3010.4550551968105,3004.627287848257,3009.6771650731444,1.425484878406925
2024-01-01T00:19:00Z,3009.6771650731444,3009.8996480519345,3007.8697523135706,3008.3358369706666,6.249667552215868
2024-01-01T00:20:00Z,3008.3358369706666,3008.993345016562,3006.0557772276366,3006.7643924159124,3.3332362271878377
2024-01-01T00:21:00Z,3006.7643924159124,3008.7184713679476,3005.747445493744,3005.7753174930617,5.617073616877136
2024-01-01T00:22:00Z,3005.7753174930617,3008.5466115334216,3005.3911294313616,3007.7561805857813,3.813893935831845
2024-01-01T00:23:00Z,3007.7561805857813,3009.9408681233845,3007.659695966985,3008.7562976742597,6.659740474455137
2024-01-01T00:24:00Z,3008.7562976742597,3008.939612297878,3007.96188647496,3008.720980154631,2.179549485031193
2024-01-01T00:25:00Z,3008.720980154631,3009.1628456189324,3007.886483573046,3007.9645321449498,5.007683801166464
2024-01-01T00:26:00Z,3007.9645321449498,3008.3019709539976,3007.860313158807,3008.2712592609732,4.560959407254084
2024-01-01T00:27:00Z,3008.2712592609732,3009.763541109641,3007.891222242299,3009.517452538964,6.735184705773601
2024-01-01T00:28:00Z,3009.517452538964,3010.297785369385,3005.984022428103,3006.134771643713,6.206688322827404
2024-01-01T00:29:00Z,3006.134771643713,3006.161713791325,3002.5039078067252,3004.85548386313,3.26907956236753
